Algorithm,Allocation,Processes,MessageSize,Latency
Basic_Linear,core,31,524288,236.66
Basic_Linear,core,31,1048576,414.97
Basic_Linear,core,32,1,1.87
Basic_Linear,core,32,2,2.04
Basic_Linear,core,32,4,2.06
Basic_Linear,core,32,8,2.60
Basic_Linear,core,32,16,2.76
Basic_Linear,core,32,32,3.83
Basic_Linear,core,32,64,4.07
Basic_Linear,core,32,128,4.76
Basic_Linear,core,32,256,5.88
Basic_Linear,core,32,512,9.18
Basic_Linear,core,32,1024,11.84
Basic_Linear,core,32,2048,14.72
Basic_Linear,core,32,4096,20.31
Basic_Linear,core,32,8192,61.42
Basic_Linear,core,32,16384,19.43
Basic_Linear,core,32,32768,40.43
Basic_Linear,core,32,65536,89.38
Basic_Linear,core,32,131072,116.60
Basic_Linear,core,32,262144,161.91
Basic_Linear,core,32,524288,244.00
Basic_Linear,core,32,1048576,447.65
Basic_Linear,core,33,1,4.16
Basic_Linear,core,33,2,4.26
Basic_Linear,core,33,4,4.29
Basic_Linear,core,33,8,5.88
Basic_Linear,core,33,16,5.21
Basic_Linear,core,33,32,5.47
Basic_Linear,core,33,64,6.06
Basic_Linear,core,33,128,6.77
Basic_Linear,core,33,256,8.36
Basic_Linear,core,33,512,10.26
Basic_Linear,core,33,1024,12.88
Basic_Linear,core,33,2048,15.86
Basic_Linear,core,33,4096,21.29
Basic_Linear,core,33,8192,62.46
Basic_Linear,core,33,16384,20.08
Basic_Linear,core,33,32768,33.96
Basic_Linear,core,33,65536,75.55
Basic_Linear,core,33,131072,144.84
Basic_Linear,core,33,262144,210.39
Basic_Linear,core,33,524288,293.39
Basic_Linear,core,33,1048576,471.51
Basic_Linear,core,34,1,4.09
Basic_Linear,core,34,2,4.16
Basic_Linear,core,34,4,4.42
Basic_Linear,core,34,8,5.28
Basic_Linear,core,34,16,4.98
Basic_Linear,core,34,32,5.39
Basic_Linear,core,34,64,6.01
Basic_Linear,core,34,128,6.83
